1|Stardew Valley|0
2|Miscellaneous|0
3|Gameplay Mechanics|0
4|Player|0
5|Characters|0
6|Portraits|0
7|Livestock and Animals|0
8|Pets / Horses|0
9|Modding Tools|0
10|User Interface|0
11|Cheats|0
12|Audio|0
13|Clothing|0
14|Crops|0
15|Items|0
16|Locations|0
17|Buildings|0
18|Events|0
19|Interiors|0
20|Dialogue|0
21|Maps|0
22|Crafting|0
23|Furniture|0
24|New Characters|0
25|Visuals and Graphics|0
26|Fishing|0
27|Expansions|0
